ID;Apraksts;Vietas tips;Balsu skaits;Atrašanās vieta;RDSD atbildes statuss
542;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. (pa ietves turpinājumu asfalta daļā)";Segums (bedres, augstas apmales);4;56.95466965372361, 24.144253134727478;Nav
3285;Augstas apmales;Segums (bedres, augstas apmales);4;56.95815903657981, 24.23616350355488;Nav
1502;Janolīdzina apmale ietvei;Segums (bedres, augstas apmales);4;56.913470424574435, 24.181089990888726;Nav
1190;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93631809535386, 24.203063249588013;Nav
3287;Veca tipa nobrauktuves ar bīstamām augstām malām ;Segums (bedres, augstas apmales);4;56.958370205348984, 24.23436000802956;Nav
1207;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.9359464064012, 24.222536087036136;Nav
3299;"Otrā puse neeso&scaron;ai ietvei";Cits;4;56.93839379882377, 24.228155210676366;Nav
1512;Jānolīdzina apmale ietvei;Segums (bedres, augstas apmales);4;56.913382804160996, 24.18112988301801;Nav
4177;"Vestienas ielā nav trotuāru sākot no &scaron;īs vietas līdz pat Stopiņu ielai, tikai taciņas ceļmalā. Bet auto kustība pa ielu liela, daudz smago, iela arī pa&scaron;aura, pa to braukt bīstami.";Segums (bedres, augstas apmales);4;56.94701354070019, 24.164240956306458;Nav
1192;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.94072832641282, 24.20516073703766;Nav
3141;"Izdrupu&scaron;i caurumi asfaltā.";Segums (bedres, augstas apmales);4;56.92801009159403, 24.05419976916164;Nav
3604;"&Scaron;aura, augsta nobrauktuve ar asām malām";Segums (bedres, augstas apmales);4;56.9699713149982, 24.183155894279484;Nav
1591;Jānolīdzina apmale ;Segums (bedres, augstas apmales);4;56.92107749298501, 24.171591194863144;Nav
1210;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93709950808094, 24.225073456764225;Nav
1206;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93533179449524, 24.221135973930362;Nav
3545;Augstas apmales;Segums (bedres, augstas apmales);4;56.9799876913133, 24.115977287292484;Nav
1200;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93155902621675, 24.203824996948246;Nav
5511;"Nepiecie&scaron;ams izveidot ietvi skvēra pusē gar tramvaja sliedēm.";Cits;4;56.997961294362874, 24.1235625743866;Nav
4287;"Posmā aptuveni starp Viestura prospektu 49 un 169. PII ietvē ir grūti pamanāmi lieli asfalta &quot;iekritumi&quot;, grambas. Īpa&scaron;i bīstami braucot lielā ātrumā un tumsā.";Segums (bedres, augstas apmales);4;57.00324943365562, 24.129468798637394;Nav
2359;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93758239540211, 24.19538676738739;Nav
580;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);4;56.95648325218331, 24.153109788894657;Nav
1188;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93523521170356, 24.20261800289154;Nav
991;"Uz ietuves izveidoti metāla &scaron;ķēr&scaron;ļi un ietuves pārrāvums, kas traucē gājēju un velosipēdistu kustībai.";Cits;4;56.95833478666572, 24.14083600044251;Nav
4288;Augstas apmales;Segums (bedres, augstas apmales);4;57.001064150084474, 24.130895733833317;Nav
3297;"Ja turpināt kustību pa trotuāru, jāiet pāri neregulējamai gājēju pārejai caur 4 joslām ar auto un smagiem.. Ļoti bīstami. Vienkār&scaron;i stāvot blakus bija vairākas bīstamas situācijas. ";Cits;4;56.9391149556701, 24.230780394393136;Nav
1205;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.934916194038614, 24.220368862152103;Nav
3608;"Padziļinājums, nevienmērīgas apmales. Padziļinājumā lietus laikā uzkrājas dziļas peļķes, jābrauc pa ūdeni. Ma&scaron;īnas, griežoties pa labi aplej gājējus.";Segums (bedres, augstas apmales);4;56.970485940542154, 24.17864441871643;Nav
1204;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93288788029592, 24.215615987777714;Nav
4284;Augstas apmales;Segums (bedres, augstas apmales);4;56.99914461732138, 24.14607703685761;Nav
5512;"Nepiecie&scaron;ams izveidot ietvi gar tramvaja sliedēm.";Cits;4;56.99437019013152, 24.12528455257416;Nav
1208;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.937014636330034, 24.224966168403625;Nav
6652;"Augstaa apmales, nav vienkār&scaron;ots segums uz sliedēm";Segums (bedres, augstas apmales);4;56.91930733791079, 24.091794490814213;Nav
3607;Augstas, nevienmērīgas apmales, nav gājēju pāreju;Segums (bedres, augstas apmales);4;56.9697900247609, 24.18296277523041;Nav
3304;"Uzlabojums neeso&scaron;ai ietvei";Segums (bedres, augstas apmales);4;56.936538740682685, 24.22337440372732;Nav
4679;Autobusu pietura pie Nacionālās bibliotēkas. Pavisam nesen Projektēta un uzbūvēta. Ietves malā. Bet velo plūsmu varēja laist pa aizmuguri. Nevis fantazēt, ka ar velo te neviens nebrauks. Kaut turpat tālāk velo novietnes pie LNB. Stulbums vai attieksme?;Šaurība, nepārredzamība;4;56.942337769896234, 24.09698188304901;Nav
3601;"Augstas apmales, neērti izvietota pietura pa vidu, pieturas stabs ar asām metāla plāksnēm (saraksts), miskaste. VIslabāk būtu papla&scaron;ināt ietvi aiz pieturas.";Cits;4;56.96893034614031, 24.188300371170047;Nav
1223;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.935410816593354, 24.19493615627289;Nav
447;"Nepiecie&scaron;ams nolīdzināt apmales visas ietves platumā. ";Segums (bedres, augstas apmales);4;56.96036756613789, 24.151902794837955;Nav
4285;Augstas apmales;Segums (bedres, augstas apmales);4;57.00015260349387, 24.147874116897587;Nav
3295;"&Scaron;eit vajadzētu turpināt trotuāru līdz eso&scaron;am ceļam ";Cits;4;56.94943088816532, 24.231148268440236;Nav
1203;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.932639089631564, 24.215615987777714;Nav
3290;"Vecas &scaron;auras nobrauktuves ar apmalēm ";Segums (bedres, augstas apmales);4;56.959163389186834, 24.23147305864441;Nav
3542;Apmaļu augstums;Segums (bedres, augstas apmales);4;56.995352007319404, 24.11895990371704;Nav
3548;Augstas apmales;Segums (bedres, augstas apmales);4;56.97783027571492, 24.114212393760685;Nav
2530;"Veloceļiem jābūt BEZ apmalēm! Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);4;56.98329957798595, 24.200531244277954;Nav
3810;Asfalts ir galīgi sabeigts un dažreiz var pārdurt ratu sev;Segums (bedres, augstas apmales);4;56.966017818053494, 24.1810154914856;Nav
3544;Augstas apmales;Segums (bedres, augstas apmales);4;56.98471719759956, 24.119839668273926;Nav
6775;"Nav iespēja dro&scaron;i iet taisni uz Van&scaron;u tilta pusi, auto neievēro gāj&egrave;ju/velo priek&scaron;roku, kad viņi veic labo pagriezienu un nelaiž nevienu!!";Cits;4;56.95177356354346, 24.102389216423035;Nav
615;"Gājēju ceļ&scaron; pie gājēju pārejas ir kā &scaron;ķēr&scaron;ļu josla. Jālikvidē barjeras un jāpārvieto ceļa zīmju stabi. ";Šaurība, nepārredzamība;4;57.04297991254057, 24.03540909290314;Nav
6521;"Beidzas gajēju ceļ&scaron; abās ielas pusēs. Nevar turpināt kustību uz priek&scaron;u virzienā uz Vecmilgrāvi , Milgrāvi ,Jaunciemu";Cits;4;57.00970812439608, 24.128921627998356;Nav
575;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);4;56.95811834030531, 24.152299761772156;Nav
3302;Augstas vecas apmales;Segums (bedres, augstas apmales);4;56.936954899766384, 24.224269805379222;Nav
4232;Pietura ļoti tuvu gājēju celiņam. Celiņa vidū laternas stabs. Ja tur stāv vai iet cilvēki ir gandrīz neiespējami apbraukt apkārt, jo nav vietas. Apkārt arī ir pārāk lielas apmales, lai nobrauktu nost no celiņa.;Šaurība, nepārredzamība;4;56.90275402822401, 24.196908344747506;Nav
1201;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93152975577031, 24.204849600791935;Nav
3303;"Ietve pēk&scaron;ņi sa&scaron;aurinās līdz neiespējamībai. Dro&scaron;i pārvietoties nav ne gājējiem ne velo. Nerunājot par ko citu. ";Šaurība, nepārredzamība;4;56.93670475676568, 24.22381106322472;Nav
2925;"Pulvera ielas velo ceļ&scaron;, braucot jūras virzienā. Pie izbrauktuves no noliktavām skatu aizsedz žogs. Tu neredzi auto, auto neredz tevi. Jābūt ļoti uzmanīgiem. Gada laikā notiek vairākas sadursmes, pat ar smagiem miesas bojājumiem.";Šaurība, nepārredzamība;4;56.539357065575985, 21.034040297381583;Nav
3918;"&Scaron;aurs, kad stāv auto stāvvietā";Šaurība, nepārredzamība;4;56.966111396793416, 24.181589484214786;Nav
1196;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.935188383593314, 24.20197427272797;Nav
3551;Augstas apmales;Segums (bedres, augstas apmales);4;56.983910476355426, 24.119212031364444;Nav
1197;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93249566837699, 24.20072436332703;Nav
989;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.959361427279724, 24.098510742187504;Nav
6626;Apmales augstums ;Segums (bedres, augstas apmales);4;56.98782213176601, 24.132024049731633;Nav
1195;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.941143862109385, 24.20423269271851;Nav
5371;Vienīgā tāda izmēra bedre tajā posmā;Segums (bedres, augstas apmales);4;56.94577296779701, 24.07700479030609;Nav
1198;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93205369328794, 24.199528098106388;Nav
5513;"Nepiecie&scaron;ams nomainīt vecās betona plāksnes pret vienmērīgu segumu.";Segums (bedres, augstas apmales);4;56.9949078551333, 24.1265881061554;Nav
1186;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);4;56.93292007661357, 24.20166313648224;Nav
3301;Ietve vispār nav paredzēta velo un ratiņiem ;Cits;4;56.94031551759708, 24.22683768597227;Nav
2507;"Veloceļiem jābūt BEZ apmalēm! Vietās kur veloceļ&scaron; krustojas ar brauktuvi tam ar brauktuvi jābūt savienotam tikai ar asfaltu, bez apmalēm! Apmales salā iegrimst zemē un rada bedres efektu! Tādēļ lūdzu izņemt apmales un vienkār&scaron;i noasfaltēt savienojuma vietu.";Segums (bedres, augstas apmales);4;56.9781869302773, 24.183429479599;Nav
4286;Augstas apmales;Segums (bedres, augstas apmales);4;57.00797890600429, 24.128959178924564;Nav
3917;Bīstama apmale, asa, augsta, veca;Segums (bedres, augstas apmales);4;56.96588329820313, 24.18576300144196;Nav
3611;"&Scaron;aura ietve, augstie bortakmeņi, nevar apbraukt pa zālāju. Pakāpieni uz veikaliem, biež iziet cilvēki. Dažas durvis veras vaļā uz ietvi..";Šaurība, nepārredzamība;4;56.970737402710796, 24.177319407463074;Nav
3286;Augstas apmales ;Segums (bedres, augstas apmales);4;56.95764966998052, 24.237690240807545;Nav
3530;Bruģa segums vienos caurumos!;Segums (bedres, augstas apmales);4;56.97229876934495, 24.123058319091797;Nav
356;"Īpa&scaron;i izbraucot no teritorijas smago autovadītāji skatās vairāk auto kas brauc no kreisās puses un nepievēr&scaron; uzmanību ka &scaron;ķērso veloceliniem jo tas nav iezīmēts. Auto tiek nolikts stavviet un aizskerso ietvi. Arī apmales ir augstas";Cits;4;56.91232113859694, 24.150302001059465;Nav
574;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);4;56.95801889155606, 24.15199398994446;Nav
2358;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.94185201790888, 24.195633530616764;Nav
2460;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.94269769048041, 24.216345548629764;Nav
4289;Vairākas augstas apmales gar tramvaja līniju posmā no 1. trolejbusu parka līdz Rāmuļu ielai;Segums (bedres, augstas apmales);3;56.9869794313224, 24.121320247650146;Nav
610;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.04035043499431, 24.028826951980594;Nav
985;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.962479199472256, 24.09853756427765;Nav
6643;"Nav ietves, nav p&agrave;rejas, kā vispār pāriet p&agrave;ri?!??";Segums (bedres, augstas apmales);3;56.92966225381356, 24.09775972366333;Nav
2357;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.944075890840644, 24.195885658264164;Nav
564;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);3;56.959572016730434, 24.147160649299625;Nav
605;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.037916324308, 24.02341425418854;Nav
600;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.03544410862308, 24.017245173454285;Nav
5282;Bistams krustojums, velobraucējam jābūt drosmīgam, lai dotos pāri.;Cits;3;56.96488900598584, 24.148887991905212;Nav
6381;"Vairākas pazeminātās apmales &scaron;ajā Duntes ielas posmā ir pārāk &scaron;auras.";Segums (bedres, augstas apmales);3;56.97899377553514, 24.136453270912174;Nav
5812;"Ārprātīgi pla&scaron;s un bīstams krustojums. Gandrīz visā Dzirnavu ielas garumā ir velojoslas, bet neilgi pirms &scaron;ī krustojuma velojosla izgaist un sākas dalītais gājēju un velo ceļ&scaron;. &Scaron;ajā krustojumā nepiecie&scaron;ama velojosla uz brauktuves daļas un savienojums ar Salu tiltu";Cits;3;56.94215927140735, 24.127167463302612;Nav
3547;Augstas apmales;Segums (bedres, augstas apmales);3;56.97823955115308, 24.1145396232605;Nav
6651;Nav trotuārs, bedres, stabi, dubļi, kā var cilvēks vispār iziet, kur nu vēl izbraukt?!;Segums (bedres, augstas apmales);3;56.919409817934906, 24.092706441879272;Nav
359;Ļoti nelīdzēja segums un daudz plaisu. Stipra vēja ir grūti braukt lietus laikā krājas pelkes;Segums (bedres, augstas apmales);3;56.913945928513726, 24.153707429789907;Nav
4573;"Lienes ielas laukumā nepiecie&scaron;ami brauktuves apzīmējumi, lai automa&scaron;īnām būtu skaidrs, kur ir jābrauc, jo &scaron;obrīd tur regulāri veidojas ļoti bīstamas situācijas starp auto, sabiedrisko transportu, gājējiem un velobraucējiem.";Cits;3;56.95356780084377, 24.14654910564423;Nav
499;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);3;56.9656639713186, 24.152407050132755;Nav
1114;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.96192644275163, 24.128224253654484;Nav
458;"Nepiecie&scaron;ams nolīdzināt apmales 0 cm līmenī, eso&scaron;ās nav pieejamas invalīdiem un velosipēdistiem sagādā neērtības un var pārsist riepu.";Segums (bedres, augstas apmales);3;56.951761861712576, 24.153839349746708;Nav
1227;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.93666929411055, 24.194839596748356;Nav
602;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.0369297927898, 24.02118265628815;Nav
6650;Neatjaunots segums, bedres;Segums (bedres, augstas apmales);3;56.91959720925134, 24.09374713897705;Nav
601;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.036363546891224, 24.019632339477543;Nav
3616;"Tas pats, &scaron;aurs, pakāpieni uz ēku plus reklāmas vairogs tie&scaron;i pa vidu, traucē redzamībai un var sasisties..";Šaurība, nepārredzamība;3;56.97083096959603, 24.176793694496155;Nav
2416;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.94041228207886, 24.216023683547977;Nav
504;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);3;56.964848063972816, 24.150733351707462;Nav
3603;Nolīdzināt apmales.;Segums (bedres, augstas apmales);3;56.96907947548653, 24.187313318252567;Nav
462;"Nepiecie&scaron;ams nolīdzināt ietves apmali atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.";Segums (bedres, augstas apmales);3;56.94748459648519, 24.154574275016788;Nav
2430;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.943435077900936, 24.217198491096497;Nav
1187;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.934641075696106, 24.2023766040802;Nav
6653;Ļoti liels slīpums, visaa ielas garumā slikts segums;Segums (bedres, augstas apmales);3;56.91851384019977, 24.096450805664062;Nav
3628;Nav nobrauktuves, augstas apmales...;Segums (bedres, augstas apmales);3;56.97231338857346, 24.169369339942936;Nav
2079;"Ta kā čakstes iela uz Ziepniekkalnu nav pabeita, tad vienīgais veids dro&scaron;i tikt pāri Ziepniekkalna ielai ir pa isako celu braucot uz vienigo luksoforu 6km gara posmā.Vajadzetu paredzet savienojumu ar ielu, lai nav līkums jabrauc.";Cits;3;56.908205621359876, 24.140224456787113;Nav
4787;"Luksafors ietves vidū, ietvi uz 1/2 sa&scaron;aurina barjeras ";Šaurība, nepārredzamība;3;56.934780292873604, 24.04327775118873;Nav
603;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.03710783739735, 24.021300673484806;Nav
612;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.04164914583405, 24.031289219856262;Nav
3281;Apmale neņem vērā savienojumu ar vietējo ceļu ;Segums (bedres, augstas apmales);3;56.9657252622099, 24.233731329887455;Nav
6508;"Jānolīdzina apmales Muitas ielas krustojumam ar Pils laukuma ielu (DUS pusē), kā arī DUS iebrauktuvē no Muitas ielas. 
Pārvietojoties gar Muitas ielas ietvi, nevar dro&scaron;i &scaron;ķērsot Pils laukuma ielu (īpa&scaron;i pīķa stundās, kad liela auto satiksme).";Segums (bedres, augstas apmales);3;56.952747546695946, 24.099849701451603;Nav
